date,channel,campaign_type,campaign_name,spend,clicks,impressions,conversions,revenue,roas
2026-03-03,Meta Ads,Prospecting,Lookalike Prospecting,473.12,1641,38195,69,1556.56,3.29
2026-03-03,Meta Ads,Retargeting,Cart Retargeting,575.42,692,26784,22,1674.47,2.91
2026-03-03,Meta Ads,Advantage+,Advantage Shopping,510.49,1703,39631,92,1725.46,3.38
2026-03-03,Microsoft Ads,Search,Bing Brand,174.64,539,12785,33,1210.26,6.93
2026-03-03,Microsoft Ads,Shopping,Bing Generic,205.97,267,10276,15,1033.97,5.02
2026-03-04,Google Ads,Search,Brand Search,476.85,1723,40387,73,2727.58,5.72
2026-03-04,Google Ads,Shopping,Generic Search,726.8,1063,31585,71,3532.25,4.86
2026-03-04,Google Ads,Performance Max,Shopping Best Sellers,820.45,2344,55339,73,3248.98,3.96
2026-03-04,Meta Ads,Prospecting,Lookalike Prospecting,470.38,907,40550,59,1307.66,2.78
2026-03-04,Meta Ads,Retargeting,Cart Retargeting,438.99,1275,31063,58,1395.99,3.18
2026-03-04,Meta Ads,Advantage+,Advantage Shopping,531.71,591,23954,18,1483.47,2.79
2026-03-04,Microsoft Ads,Search,Bing Brand,164.31,532,12318,34,974.36,5.93
2026-03-04,Microsoft Ads,Shopping,Bing Generic,226.11,311,15052,14,1069.5,4.73
2026-03-05,Google Ads,Search,Brand Search,606.12,983,44200,28,3394.27,5.6
2026-03-05,Google Ads,Shopping,Generic Search,698.87,1683,39376,48,2830.42,4.05
2026-03-05,Google Ads,Performance Max,Shopping Best Sellers,640.07,1546,47966,101,2656.29,4.15
2026-03-05,Meta Ads,Prospecting,Lookalike Prospecting,380.38,809,26480,21,1171.57,3.08
2026-03-05,Meta Ads,Retargeting,Cart Retargeting,578.66,1048,47473,31,1573.96,2.72
2026-03-05,Meta Ads,Advantage+,Advantage Shopping,522.15,1409,38312,82,1430.69,2.74
2026-03-05,Microsoft Ads,Search,Bing Brand,181.31,184,9553,9,1042.53,5.75
2026-03-05,Microsoft Ads,Shopping,Bing Generic,251.94,427,14672,16,1113.57,4.42
2026-03-06,Google Ads,Search,Brand Search,572.55,545,29192,18,3166.2,5.53
2026-03-06,Google Ads,Shopping,Generic Search,588.89,1225,47093,53,2237.78,3.8
2026-03-06,Google Ads,Performance Max,Shopping Best Sellers,715.02,1060,32963,35,3210.44,4.49
2026-03-06,Meta Ads,Prospecting,Lookalike Prospecting,492.58,760,30569,35,1423.56,2.89
2026-03-06,Meta Ads,Retargeting,Cart Retargeting,463.72,780,20762,43,1303.05,2.81
2026-03-06,Meta Ads,Advantage+,Advantage Shopping,501.38,1439,33274,74,1438.96,2.87
2026-03-06,Microsoft Ads,Search,Bing Brand,199.93,455,15760,22,1341.53,6.71
2026-03-06,Microsoft Ads,Shopping,Bing Generic,254.58,632,20793,18,1239.8,4.87
2026-03-07,Google Ads,Search,Brand Search,516.35,1381,33353,84,2943.2,5.7
2026-03-07,Google Ads,Shopping,Generic Search,560.28,1001,26564,33,2487.64,4.44
2026-03-07,Google Ads,Performance Max,Shopping Best Sellers,696.39,1162,54584,51,3391.42,4.87
2026-03-07,Meta Ads,Prospecting,Lookalike Prospecting,426.03,1270,37012,79,1256.79,2.95
2026-03-07,Meta Ads,Retargeting,Cart Retargeting,393.99,647,32755,27,1319.87,3.35
2026-03-07,Meta Ads,Advantage+,Advantage Shopping,469.74,765,25567,49,1338.76,2.85
2026-03-07,Microsoft Ads,Search,Bing Brand,180.32,342,11814,15,1143.23,6.34
2026-03-07,Microsoft Ads,Shopping,Bing Generic,169.9,549,12934,37,852.9,5.02
2026-03-08,Google Ads,Search,Brand Search,467.78,820,25669,33,2231.31,4.77
2026-03-08,Google Ads,Shopping,Generic Search,516.38,1116,32972,30,2148.14,4.16
2026-03-08,Google Ads,Performance Max,Shopping Best Sellers,561.04,1403,38930,38,2171.22,3.87
2026-03-08,Meta Ads,Prospecting,Lookalike Prospecting,415.46,818,21891,54,1188.22,2.86
2026-03-08,Meta Ads,Retargeting,Cart Retargeting,482.58,984,38019,37,1254.71,2.6
2026-03-08,Meta Ads,Advantage+,Advantage Shopping,485.64,915,22543,28,1534.62,3.16
2026-03-08,Microsoft Ads,Search,Bing Brand,190.73,378,15099,17,1150.1,6.03
2026-03-08,Microsoft Ads,Shopping,Bing Generic,200.88,408,10348,24,897.93,4.47
2026-03-09,Google Ads,Search,Brand Search,594.1,1473,46902,47,3523.01,5.93
2026-03-09,Google Ads,Shopping,Generic Search,597.39,1153,28737,74,2574.75,4.31
2026-03-09,Google Ads,Performance Max,Shopping Best Sellers,614.09,1941,48809,70,2413.37,3.93
2026-03-09,Meta Ads,Prospecting,Lookalike Prospecting,435.73,807,32117,50,1459.7,3.35
2026-03-09,Meta Ads,Retargeting,Cart Retargeting,513.03,459,24407,19,1595.52,3.11
2026-03-09,Meta Ads,Advantage+,Advantage Shopping,600.02,1620,48705,66,1638.05,2.73
2026-03-09,Microsoft Ads,Search,Bing Brand,176.76,481,13381,18,1201.97,6.8
2026-03-09,Microsoft Ads,Shopping,Bing Generic,221.27,646,14991,41,982.44,4.44
2026-03-10,Google Ads,Search,Brand Search,575.85,893,31159,23,3247.79,5.64
2026-03-10,Google Ads,Shopping,Generic Search,694.58,1228,29450,66,3208.96,4.62
2026-03-10,Google Ads,Performance Max,Shopping Best Sellers,748.35,1555,39930,60,2776.38,3.71
2026-03-10,Meta Ads,Prospecting,Lookalike Prospecting,509.19,864,31097,35,1588.67,3.12
2026-03-10,Meta Ads,Retargeting,Cart Retargeting,472.72,1351,34260,58,1403.98,2.97
2026-03-10,Meta Ads,Advantage+,Advantage Shopping,509.63,1461,36594,61,1533.99,3.01
2026-03-10,Microsoft Ads,Search,Bing Brand,207.94,240,11526,7,1312.1,6.31
2026-03-10,Microsoft Ads,Shopping,Bing Generic,266.14,533,21495,30,1354.65,5.09
2026-03-11,Google Ads,Search,Brand Search,620.48,1146,30246,75,3145.83,5.07
2026-03-11,Google Ads,Shopping,Generic Search,701.41,1702,48398,95,3268.57,4.66
2026-03-11,Google Ads,Performance Max,Shopping Best Sellers,778.12,1673,67608,73,3493.76,4.49
2026-03-11,Meta Ads,Prospecting,Lookalike Prospecting,428.19,1040,31627,35,1117.58,2.61
2026-03-11,Meta Ads,Retargeting,Cart Retargeting,552.03,1401,36466,92,1529.12,2.77
2026-03-11,Meta Ads,Advantage+,Advantage Shopping,617.56,1970,49432,127,1858.86,3.01
2026-03-11,Microsoft Ads,Search,Bing Brand,178.75,211,8537,13,970.61,5.43
2026-03-11,Microsoft Ads,Shopping,Bing Generic,250.15,485,18158,14,1118.17,4.47
2026-03-12,Google Ads,Search,Brand Search,526.99,1132,29416,45,3024.92,5.74
2026-03-12,Google Ads,Shopping,Generic Search,591.42,1436,47494,92,2395.25,4.05
2026-03-12,Google Ads,Performance Max,Shopping Best Sellers,747.88,1390,33808,66,3612.26,4.83
2026-03-12,Meta Ads,Prospecting,Lookalike Prospecting,497.48,535,27573,34,1442.69,2.9
2026-03-12,Meta Ads,Retargeting,Cart Retargeting,456.08,904,27553,59,1254.22,2.75
2026-03-12,Meta Ads,Advantage+,Advantage Shopping,578.8,1643,42950,77,1649.58,2.85
2026-03-12,Microsoft Ads,Search,Bing Brand,207.91,266,14669,10,1158.06,5.57
2026-03-12,Microsoft Ads,Shopping,Bing Generic,250.62,588,19148,35,1115.26,4.45
2026-03-13,Google Ads,Search,Brand Search,480.86,966,33904,66,2668.77,5.55
2026-03-13,Google Ads,Shopping,Generic Search,618.03,873,31503,22,2311.43,3.74
2026-03-13,Google Ads,Performance Max,Shopping Best Sellers,688.58,1240,34826,66,3236.33,4.7
2026-03-13,Meta Ads,Prospecting,Lookalike Prospecting,410.32,504,23592,21,1296.61,3.16
2026-03-13,Meta Ads,Retargeting,Cart Retargeting,531.84,1083,42054,41,1446.6,2.72
2026-03-13,Meta Ads,Advantage+,Advantage Shopping,631.03,1483,36097,104,1943.57,3.08
2026-03-13,Microsoft Ads,Search,Bing Brand,189.95,253,11049,17,1293.56,6.81
2026-03-13,Microsoft Ads,Shopping,Bing Generic,262.86,507,13742,16,1253.84,4.77
2026-03-14,Google Ads,Search,Brand Search,500.13,683,24809,37,2755.72,5.51
2026-03-14,Google Ads,Shopping,Generic Search,459.46,784,24586,21,2182.43,4.75
2026-03-14,Google Ads,Performance Max,Shopping Best Sellers,710.4,939,50730,53,3196.8,4.5
2026-03-14,Meta Ads,Prospecting,Lookalike Prospecting,364.82,737,24307,24,1057.98,2.9
2026-03-14,Meta Ads,Retargeting,Cart Retargeting,461.57,903,25640,49,1435.48,3.11
2026-03-14,Meta Ads,Advantage+,Advantage Shopping,457.69,873,22048,26,1414.26,3.09
2026-03-14,Microsoft Ads,Search,Bing Brand,179.78,176,8473,6,983.4,5.47
2026-03-14,Microsoft Ads,Shopping,Bing Generic,176.03,268,11537,15,804.46,4.57
2026-03-15,Google Ads,Search,Brand Search,435.79,656,28037,44,2039.5,4.68
2026-03-15,Google Ads,Shopping,Generic Search,511.22,1535,36922,96,1891.51,3.7
2026-03-15,Google Ads,Performance Max,Shopping Best Sellers,647.95,934,29841,54,2514.05,3.88
2026-03-15,Meta Ads,Prospecting,Lookalike Prospecting,327.72,751,17173,29,914.34,2.79
2026-03-15,Meta Ads,Retargeting,Cart Retargeting,430.44,408,21462,16,1144.97,2.66
2026-03-15,Meta Ads,Advantage+,Advantage Shopping,542.97,836,40850,49,1542.03,2.84
2026-03-15,Microsoft Ads,Search,Bing Brand,143.93,232,10342,10,968.65,6.73
2026-03-15,Microsoft Ads,Shopping,Bing Generic,191.3,318,15597,20,969.89,5.07
2026-03-16,Google Ads,Search,Brand Search,501.05,1071,42742,45,2620.49,5.23
2026-03-16,Google Ads,Shopping,Generic Search,718.89,1982,51184,60,3350.03,4.66
2026-03-16,Google Ads,Performance Max,Shopping Best Sellers,781.22,1460,65944,64,2945.2,3.77
2026-03-16,Meta Ads,Prospecting,Lookalike Prospecting,462.26,761,33527,32,1502.35,3.25
2026-03-16,Meta Ads,Retargeting,Cart Retargeting,497.12,1440,36191,99,1292.51,2.6
2026-03-16,Meta Ads,Advantage+,Advantage Shopping,522.16,705,24584,19,1749.24,3.35
2026-03-16,Microsoft Ads,Search,Bing Brand,186.01,488,13710,29,1080.72,5.81
2026-03-16,Microsoft Ads,Shopping,Bing Generic,239.13,728,20566,29,1193.26,4.99
2026-03-17,Google Ads,Search,Brand Search,562.98,917,26058,33,3197.73,5.68
2026-03-17,Google Ads,Shopping,Generic Search,615.79,1454,36528,73,2777.21,4.51
2026-03-17,Google Ads,Performance Max,Shopping Best Sellers,851.66,1334,60428,84,3202.24,3.76
2026-03-17,Meta Ads,Prospecting,Lookalike Prospecting,500.88,700,22724,25,1657.91,3.31
2026-03-17,Meta Ads,Retargeting,Cart Retargeting,600.31,1084,31229,47,1572.81,2.62
2026-03-17,Meta Ads,Advantage+,Advantage Shopping,543.1,1257,42393,80,1613.01,2.97
2026-03-17,Microsoft Ads,Search,Bing Brand,198.39,447,12773,13,1085.19,5.47
2026-03-17,Microsoft Ads,Shopping,Bing Generic,227.35,194,9550,10,1132.2,4.98
2026-03-18,Google Ads,Search,Brand Search,581.37,882,37716,49,2953.36,5.08
2026-03-18,Google Ads,Shopping,Generic Search,742.68,785,33006,36,3074.7,4.14
2026-03-18,Google Ads,Performance Max,Shopping Best Sellers,752.44,1671,47623,96,3340.83,4.44
2026-03-18,Meta Ads,Prospecting,Lookalike Prospecting,395.42,552,20553,34,1273.25,3.22
2026-03-18,Meta Ads,Retargeting,Cart Retargeting,600.63,1426,39335,39,1699.78,2.83
2026-03-18,Meta Ads,Advantage+,Advantage Shopping,530.77,1449,39414,43,1433.08,2.7
2026-03-18,Microsoft Ads,Search,Bing Brand,209.41,495,17561,23,1170.6,5.59
2026-03-18,Microsoft Ads,Shopping,Bing Generic,255.52,344,11971,23,1328.7,5.2
2026-03-19,Google Ads,Search,Brand Search,621.8,1418,47721,77,3426.12,5.51
2026-03-19,Google Ads,Shopping,Generic Search,745.44,1527,48042,42,2877.4,3.86
2026-03-19,Google Ads,Performance Max,Shopping Best Sellers,842.81,1677,53714,111,3969.64,4.71
2026-03-19,Meta Ads,Prospecting,Lookalike Prospecting,405.38,648,30352,27,1244.52,3.07
2026-03-19,Meta Ads,Retargeting,Cart Retargeting,540.86,980,34986,68,1795.66,3.32
2026-03-19,Meta Ads,Advantage+,Advantage Shopping,675.23,1579,36673,108,2174.24,3.22
2026-03-19,Microsoft Ads,Search,Bing Brand,199.6,438,12090,26,1097.8,5.5
2026-03-19,Microsoft Ads,Shopping,Bing Generic,219.78,648,17743,43,1138.46,5.18
2026-03-20,Google Ads,Search,Brand Search,586.19,1050,41085,43,2884.05,4.92
2026-03-20,Google Ads,Shopping,Generic Search,687.75,2103,49005,100,3356.22,4.88
2026-03-20,Google Ads,Performance Max,Shopping Best Sellers,787.35,1009,37158,47,3220.26,4.09
2026-03-20,Meta Ads,Prospecting,Lookalike Prospecting,463.23,1054,28158,66,1454.54,3.14
2026-03-20,Meta Ads,Retargeting,Cart Retargeting,489.09,1211,38332,32,1609.11,3.29
2026-03-20,Meta Ads,Advantage+,Advantage Shopping,529.35,1012,26995,33,1662.16,3.14
2026-03-20,Microsoft Ads,Search,Bing Brand,189.2,543,15093,21,1078.44,5.7
2026-03-20,Microsoft Ads,Shopping,Bing Generic,254.47,413,20009,26,1084.04,4.26
2026-03-21,Google Ads,Search,Brand Search,508.41,1250,38338,45,3009.79,5.92
2026-03-21,Google Ads,Shopping,Generic Search,597.15,1157,32810,77,2782.72,4.66
2026-03-21,Google Ads,Performance Max,Shopping Best Sellers,600.08,1347,51554,67,2910.39,4.85
2026-03-21,Meta Ads,Prospecting,Lookalike Prospecting,321.12,860,22454,55,895.92,2.79
2026-03-21,Meta Ads,Retargeting,Cart Retargeting,487.48,1252,35931,74,1633.06,3.35
2026-03-21,Meta Ads,Advantage+,Advantage Shopping,508.92,1686,39149,64,1572.56,3.09
2026-03-21,Microsoft Ads,Search,Bing Brand,152.92,174,7709,8,984.8,6.44
2026-03-21,Microsoft Ads,Shopping,Bing Generic,189.89,272,12732,14,911.47,4.8
2026-03-22,Google Ads,Search,Brand Search,436.04,710,32239,23,2232.52,5.12
2026-03-22,Google Ads,Shopping,Generic Search,517.28,1477,43429,81,1944.97,3.76
2026-03-22,Google Ads,Performance Max,Shopping Best Sellers,621.79,1387,36135,55,2729.66,4.39
2026-03-22,Meta Ads,Prospecting,Lookalike Prospecting,346.98,487,15638,21,947.26,2.73
2026-03-22,Meta Ads,Retargeting,Cart Retargeting,447.01,547,23224,22,1189.05,2.66
2026-03-22,Meta Ads,Advantage+,Advantage Shopping,480.03,1158,36420,81,1324.88,2.76
2026-03-22,Microsoft Ads,Search,Bing Brand,188.55,283,7994,13,1310.42,6.95
2026-03-22,Microsoft Ads,Shopping,Bing Generic,223.67,672,15646,37,1131.77,5.06
2026-03-23,Google Ads,Search,Brand Search,533.19,1263,45068,62,3199.14,6.0
2026-03-23,Google Ads,Shopping,Generic Search,610.02,1337,48188,82,2928.1,4.8
2026-03-23,Google Ads,Performance Max,Shopping Best Sellers,732.57,1389,60380,67,2747.14,3.75
2026-03-23,Meta Ads,Prospecting,Lookalike Prospecting,520.97,1417,44299,36,1417.04,2.72
2026-03-23,Meta Ads,Retargeting,Cart Retargeting,454.67,1414,34924,62,1427.66,3.14
2026-03-23,Meta Ads,Advantage+,Advantage Shopping,524.47,1675,38613,100,1589.14,3.03
2026-03-23,Microsoft Ads,Search,Bing Brand,213.82,356,16167,16,1471.08,6.88
2026-03-23,Microsoft Ads,Shopping,Bing Generic,223.99,385,9955,19,969.88,4.33
2026-03-24,Google Ads,Search,Brand Search,580.23,874,31123,47,2883.74,4.97
2026-03-24,Google Ads,Shopping,Generic Search,642.71,1483,46467,80,2390.88,3.72
2026-03-24,Google Ads,Performance Max,Shopping Best Sellers,775.22,1919,52988,54,3573.76,4.61
2026-03-24,Meta Ads,Prospecting,Lookalike Prospecting,518.98,1038,40174,30,1385.68,2.67
2026-03-24,Meta Ads,Retargeting,Cart Retargeting,573.99,1207,34313,56,1693.27,2.95
2026-03-24,Meta Ads,Advantage+,Advantage Shopping,608.14,1404,36242,70,1635.9,2.69
2026-03-24,Microsoft Ads,Search,Bing Brand,234.75,711,17014,43,1293.47,5.51
2026-03-24,Microsoft Ads,Shopping,Bing Generic,254.58,699,21570,35,1204.16,4.73
2026-03-25,Google Ads,Search,Brand Search,499.22,1099,34371,74,2311.39,4.63
2026-03-25,Google Ads,Shopping,Generic Search,616.84,1374,50988,60,2837.46,4.6
2026-03-25,Google Ads,Performance Max,Shopping Best Sellers,783.22,916,38568,57,3383.51,4.32
2026-03-25,Meta Ads,Prospecting,Lookalike Prospecting,412.55,1292,32173,82,1126.26,2.73
2026-03-25,Meta Ads,Retargeting,Cart Retargeting,603.36,1223,37865,47,2063.49,3.42
2026-03-25,Meta Ads,Advantage+,Advantage Shopping,519.32,1189,38768,47,1381.39,2.66
2026-03-25,Microsoft Ads,Search,Bing Brand,180.6,286,8398,19,1154.03,6.39
2026-03-25,Microsoft Ads,Shopping,Bing Generic,223.74,405,15603,21,1080.66,4.83
2026-03-26,Google Ads,Search,Brand Search,580.57,951,32648,24,3001.55,5.17
2026-03-26,Google Ads,Shopping,Generic Search,605.58,1338,45595,84,2398.1,3.96
2026-03-26,Google Ads,Performance Max,Shopping Best Sellers,661.86,1620,53945,67,3031.32,4.58
2026-03-26,Meta Ads,Prospecting,Lookalike Prospecting,429.56,724,21439,46,1305.86,3.04
2026-03-26,Meta Ads,Retargeting,Cart Retargeting,591.9,974,39206,63,1598.13,2.7
2026-03-26,Meta Ads,Advantage+,Advantage Shopping,521.99,697,22361,18,1378.05,2.64
2026-03-26,Microsoft Ads,Search,Bing Brand,210.73,600,14446,30,1255.95,5.96
2026-03-26,Microsoft Ads,Shopping,Bing Generic,241.32,582,15262,24,1346.57,5.58
2026-03-27,Google Ads,Search,Brand Search,519.18,995,38936,46,3000.86,5.78
2026-03-27,Google Ads,Shopping,Generic Search,662.43,1508,42791,95,2768.96,4.18
2026-03-27,Google Ads,Performance Max,Shopping Best Sellers,824.5,1279,40782,58,3660.78,4.44
2026-03-27,Meta Ads,Prospecting,Lookalike Prospecting,411.74,1274,29511,74,1391.68,3.38
2026-03-27,Meta Ads,Retargeting,Cart Retargeting,529.04,841,27429,23,1523.64,2.88
2026-03-27,Meta Ads,Advantage+,Advantage Shopping,579.58,1237,29735,51,1518.5,2.62
2026-03-27,Microsoft Ads,Search,Bing Brand,203.7,391,8981,15,1232.38,6.05
2026-03-27,Microsoft Ads,Shopping,Bing Generic,253.96,800,20148,29,1252.02,4.93
2026-03-28,Google Ads,Search,Brand Search,484.96,952,34634,52,2366.6,4.88
2026-03-28,Google Ads,Shopping,Generic Search,613.75,1504,36171,73,2651.4,4.32
2026-03-28,Google Ads,Performance Max,Shopping Best Sellers,600.65,1172,38387,61,2847.08,4.74
2026-03-28,Meta Ads,Prospecting,Lookalike Prospecting,385.42,381,19060,21,1040.63,2.7
2026-03-28,Meta Ads,Retargeting,Cart Retargeting,405.26,866,23627,26,1110.41,2.74
2026-03-28,Meta Ads,Advantage+,Advantage Shopping,463.94,1054,34522,49,1512.44,3.26
2026-03-28,Microsoft Ads,Search,Bing Brand,156.69,231,12457,6,868.06,5.54
2026-03-28,Microsoft Ads,Shopping,Bing Generic,204.85,274,14407,14,909.53,4.44
2026-03-29,Google Ads,Search,Brand Search,410.88,883,20586,46,2058.51,5.01
2026-03-29,Google Ads,Shopping,Generic Search,566.44,1483,42132,56,2107.16,3.72
2026-03-29,Google Ads,Performance Max,Shopping Best Sellers,547.64,1925,47467,63,2321.99,4.24
2026-03-29,Meta Ads,Prospecting,Lookalike Prospecting,426.6,1305,33171,43,1313.93,3.08
2026-03-29,Meta Ads,Retargeting,Cart Retargeting,470.04,943,35060,43,1316.11,2.8
2026-03-29,Meta Ads,Advantage+,Advantage Shopping,523.32,647,31057,22,1449.6,2.77
2026-03-29,Microsoft Ads,Search,Bing Brand,192.85,257,11743,8,1182.17,6.13
2026-03-29,Microsoft Ads,Shopping,Bing Generic,198.92,334,8704,16,1006.54,5.06
2026-03-30,Google Ads,Search,Brand Search,502.3,810,24042,50,2687.3,5.35
2026-03-30,Google Ads,Shopping,Generic Search,747.68,1681,53246,70,3461.76,4.63
2026-03-30,Google Ads,Performance Max,Shopping Best Sellers,644.24,1310,33711,79,2796.0,4.34
2026-03-30,Meta Ads,Prospecting,Lookalike Prospecting,443.54,1264,33426,71,1361.67,3.07
2026-03-30,Meta Ads,Retargeting,Cart Retargeting,465.62,711,29554,45,1252.52,2.69
2026-03-30,Meta Ads,Advantage+,Advantage Shopping,565.61,783,34157,45,1877.83,3.32
2026-03-30,Microsoft Ads,Search,Bing Brand,225.82,194,10682,11,1413.63,6.26
2026-03-30,Microsoft Ads,Shopping,Bing Generic,253.96,326,14806,18,1180.91,4.65
2026-03-31,Google Ads,Search,Brand Search,528.02,887,32241,33,3120.6,5.91
2026-03-31,Google Ads,Shopping,Generic Search,702.81,1634,42587,76,3239.95,4.61
2026-03-31,Google Ads,Performance Max,Shopping Best Sellers,724.22,1005,38688,41,3164.84,4.37
2026-03-31,Meta Ads,Prospecting,Lookalike Prospecting,492.12,1392,39603,82,1574.78,3.2
2026-03-31,Meta Ads,Retargeting,Cart Retargeting,526.07,611,25925,26,1667.64,3.17
2026-03-31,Meta Ads,Advantage+,Advantage Shopping,577.21,1541,42349,50,1754.72,3.04
2026-03-31,Microsoft Ads,Search,Bing Brand,237.77,239,10961,16,1255.43,5.28
2026-03-31,Microsoft Ads,Shopping,Bing Generic,234.96,245,12213,7,1010.33,4.3
2026-04-01,Google Ads,Search,Brand Search,552.8,1214,38491,69,3372.08,6.1
2026-04-01,Google Ads,Shopping,Generic Search,686.13,1876,54143,84,3320.87,4.84
2026-04-01,Google Ads,Performance Max,Shopping Best Sellers,684.48,1361,53510,36,3073.32,4.49
2026-04-01,Meta Ads,Prospecting,Lookalike Prospecting,477.16,560,25015,15,1436.25,3.01
2026-04-01,Meta Ads,Retargeting,Cart Retargeting,491.28,1059,24114,64,1267.5,2.58
2026-04-01,Meta Ads,Advantage+,Advantage Shopping,580.92,1250,39720,73,1690.48,2.91
2026-04-01,Microsoft Ads,Search,Bing Brand,178.68,388,9792,26,968.45,5.42
2026-04-01,Microsoft Ads,Shopping,Bing Generic,228.6,420,12446,14,1266.44,5.54
2026-04-02,Google Ads,Search,Brand Search,653.91,1005,35148,30,3589.97,5.49
2026-04-02,Google Ads,Shopping,Generic Search,575.14,1892,48666,129,2329.32,4.05
2026-04-02,Google Ads,Performance Max,Shopping Best Sellers,848.98,2077,57620,142,3973.23,4.68
2026-04-02,Meta Ads,Prospecting,Lookalike Prospecting,472.45,1545,35947,71,1526.01,3.23
2026-04-02,Meta Ads,Retargeting,Cart Retargeting,530.01,482,22913,14,1627.13,3.07
2026-04-02,Meta Ads,Advantage+,Advantage Shopping,636.54,1106,46124,43,2176.97,3.42
2026-04-02,Microsoft Ads,Search,Bing Brand,237.84,400,10093,14,1462.72,6.15
2026-04-02,Microsoft Ads,Shopping,Bing Generic,209.28,330,16522,22,1075.7,5.14
2026-04-03,Google Ads,Search,Brand Search,571.33,1175,46989,79,2942.35,5.15
2026-04-03,Google Ads,Shopping,Generic Search,706.33,1056,45526,61,3383.32,4.79
2026-04-03,Google Ads,Performance Max,Shopping Best Sellers,849.32,1063,43421,56,3354.81,3.95
2026-04-03,Meta Ads,Prospecting,Lookalike Prospecting,412.67,1224,34420,67,1101.83,2.67
2026-04-03,Meta Ads,Retargeting,Cart Retargeting,557.07,706,36971,33,1793.77,3.22
2026-04-03,Meta Ads,Advantage+,Advantage Shopping,634.87,2265,54815,145,1898.26,2.99
2026-04-03,Microsoft Ads,Search,Bing Brand,207.26,436,17248,15,1442.53,6.96
2026-04-03,Microsoft Ads,Shopping,Bing Generic,246.86,586,19247,29,1059.03,4.29
2026-04-04,Google Ads,Search,Brand Search,483.47,794,35238,55,2523.71,5.22
2026-04-04,Google Ads,Shopping,Generic Search,595.46,796,43477,27,2530.7,4.25
2026-04-04,Google Ads,Performance Max,Shopping Best Sellers,653.3,1125,45453,56,2672.0,4.09
2026-04-04,Meta Ads,Prospecting,Lookalike Prospecting,356.42,682,24803,32,1062.13,2.98
2026-04-04,Meta Ads,Retargeting,Cart Retargeting,409.28,967,24047,36,1297.42,3.17
2026-04-04,Meta Ads,Advantage+,Advantage Shopping,460.43,749,31270,22,1238.56,2.69
2026-04-04,Microsoft Ads,Search,Bing Brand,161.61,277,9931,9,916.33,5.67
2026-04-04,Microsoft Ads,Shopping,Bing Generic,231.91,410,18148,19,1025.04,4.42
2026-04-05,Google Ads,Search,Brand Search,560.4,1344,36575,81,3306.36,5.9
2026-04-05,Google Ads,Shopping,Generic Search,524.78,1005,35450,56,2293.29,4.37
2026-04-05,Google Ads,Performance Max,Shopping Best Sellers,547.84,1195,34757,54,2563.89,4.68
2026-04-05,Meta Ads,Prospecting,Lookalike Prospecting,369.03,1047,24805,38,1062.81,2.88
2026-04-05,Meta Ads,Retargeting,Cart Retargeting,382.24,1333,30974,45,1024.4,2.68
2026-04-05,Meta Ads,Advantage+,Advantage Shopping,526.1,1004,26228,41,1646.69,3.13
2026-04-05,Microsoft Ads,Search,Bing Brand,184.35,570,13853,24,1124.53,6.1
2026-04-05,Microsoft Ads,Shopping,Bing Generic,188.63,205,9152,13,958.24,5.08
2026-04-06,Google Ads,Search,Brand Search,547.78,1487,37098,42,3051.13,5.57
2026-04-06,Google Ads,Shopping,Generic Search,597.33,859,33605,32,2371.4,3.97
2026-04-06,Google Ads,Performance Max,Shopping Best Sellers,796.96,1999,49428,83,3203.78,4.02
2026-04-06,Meta Ads,Prospecting,Lookalike Prospecting,478.44,661,29008,17,1621.91,3.39
2026-04-06,Meta Ads,Retargeting,Cart Retargeting,578.87,1768,48810,51,1817.65,3.14
2026-04-06,Meta Ads,Advantage+,Advantage Shopping,548.2,1005,24598,50,1463.69,2.67
2026-04-06,Microsoft Ads,Search,Bing Brand,177.04,273,13530,10,1053.39,5.95
2026-04-06,Microsoft Ads,Shopping,Bing Generic,215.18,459,17612,17,1099.57,5.11
2026-04-07,Google Ads,Search,Brand Search,538.57,1027,25802,27,2999.83,5.57
2026-04-07,Google Ads,Shopping,Generic Search,705.66,1214,39964,84,3337.77,4.73
2026-04-07,Google Ads,Performance Max,Shopping Best Sellers,772.51,2070,47910,117,3113.22,4.03
2026-04-07,Meta Ads,Prospecting,Lookalike Prospecting,417.87,1016,29417,51,1287.04,3.08
2026-04-07,Meta Ads,Retargeting,Cart Retargeting,544.23,823,30441,41,1698.0,3.12
2026-04-07,Meta Ads,Advantage+,Advantage Shopping,674.22,976,39415,38,1988.95,2.95
2026-04-07,Microsoft Ads,Search,Bing Brand,175.49,379,14067,17,1170.52,6.67
2026-04-07,Microsoft Ads,Shopping,Bing Generic,204.05,525,17265,13,1118.19,5.48
2026-04-08,Google Ads,Search,Brand Search,566.29,540,29676,23,2865.43,5.06
2026-04-08,Google Ads,Shopping,Generic Search,652.36,867,38988,50,2850.81,4.37
2026-04-08,Google Ads,Performance Max,Shopping Best Sellers,736.52,1149,39650,41,3056.56,4.15
2026-04-08,Meta Ads,Prospecting,Lookalike Prospecting,506.06,1419,39645,54,1690.24,3.34
2026-04-08,Meta Ads,Retargeting,Cart Retargeting,582.83,1419,35308,47,1900.03,3.26
2026-04-08,Meta Ads,Advantage+,Advantage Shopping,573.61,1004,40037,53,1783.93,3.11
2026-04-08,Microsoft Ads,Search,Bing Brand,188.25,266,8327,9,997.73,5.3
